"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.547226667E0,-3.661738586E1,2.031393623E1,-1.661388016E1
3.557224667E0,-3.678451538E1,1.678182793E1,-1.938566589E1
3.567222667E0,-3.694078064E1,1.244020271E1,-2.205158615E1
3.577220667E0,-3.679840088E1,7.650245667E0,-2.434012222E1
3.587219667E0,-3.642094421E1,2.879777908E0,-2.604633713E1
3.597217667E0,-3.562208557E1,-1.697755814E0,-2.722683334E1
3.607215667E0,-3.473699951E1,-6.430727005E0,-2.796179581E1
3.617214667E0,-3.300016785E1,-1.099142647E1,-2.821258163E1
3.627212667E0,-2.744546509E1,-2.153603554E1,-2.773763275E1
3.637210667E0,-2.369328308E1,-2.690217400E1,-2.652197266E1
3.647209667E0,-1.913555908E1,-3.156128502E1,-2.517119598E1
3.657207667E0,-1.412701416E1,-3.580331421E1,-2.314261627E1
3.667205667E0,-1.415805054E1,-3.574515533E1,-2.315651321E1
3.677203667E0,-3.120010376E0,-4.133510590E1,-1.790383148E1
3.687202667E0,2.341369629E0,-4.221108627E1,-1.570960236E1
3.697200667E0,8.170196533E0,-4.194817734E1,-1.440463257E1
3.707198667E0,1.415747070E1,-4.014815140E1,-1.473857880E1
3.717197667E0,1.977697754E1,-3.801830673E1,-1.442742538E1
3.727195667E0,2.463050842E1,-3.535879517E1,-1.332424164E1
3.737193667E0,2.833634949E1,-3.331580353E1,-1.130140686E1
3.747192667E0,3.117440796E1,-3.141651535E1,-9.488059998E0
3.757190667E0,3.315838623E1,-3.022492981E1,-7.057735443E0
3.767188667E0,3.373703003E1,-2.967166710E1,-5.212226868E0
3.777187667E0,3.299420166E1,-3.058819008E1,-4.574966431E0
3.787185667E0,3.062063599E1,-3.300591278E1,-4.356719971E0
3.797183667E0,2.608102417E1,-3.663142395E1,-4.392635345E0
3.807182667E0,2.007183838E1,-4.017681503E1,-5.535888672E0
3.817180667E0,1.243392944E1,-4.290646744E1,-6.927368164E0
3.827178667E0,4.337310791E0,-4.411228180E1,-8.891941071E0
3.837176667E0,-4.066711426E0,-4.376393127E1,-1.021447754E1
3.847175667E0,-1.226083374E1,-4.164860535E1,-1.131424713E1
3.857173667E0,-2.018283081E1,-3.802376556E1,-1.217395401E1
3.867171667E0,-2.707826233E1,-3.287918472E1,-1.329406357E1
3.877170667E0,-3.272326660E1,-2.636497498E1,-1.460218048E1
3.887168667E0,-3.672892761E1,-1.836491203E1,-1.549916840E1
3.897166667E0,-3.981494141E1,-1.052366829E1,-1.461684036E1
3.907165667E0,-4.138623047E1,-3.774118423E0,-1.364335632E1
3.917163667E0,-4.200225830E1,1.019439697E0,-1.272511673E1
3.927161667E0,-4.159423828E1,4.718326569E0,-1.218073273E1
3.937159667E0,-4.107809448E1,7.941766739E0,-1.253582001E1
3.947158667E0,-4.028102112E1,1.048974037E1,-1.330985260E1
3.957156667E0,-3.949668884E1,1.284408569E1,-1.395571518E1
3.967154667E0,-3.846414185E1,1.481190777E1,-1.486185837E1
3.977153667E0,-3.780326843E1,1.654665756E1,-1.547712326E1
3.987151667E0,-3.676737976E1,1.783561897E1,-1.658839798E1
