"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.212820250E0,-1.534362597E0,4.424763501E-1,5.809749618E-1
3.222818250E0,-1.229422699E0,4.479598689E-1,7.069921070E-1
3.232816250E0,-9.331781960E-1,4.234851784E-1,7.847618294E-1
3.242814250E0,-9.613225991E-1,4.003676265E-1,6.913537288E-1
3.252812250E0,-1.051831650E0,3.918827319E-1,4.368098134E-1
3.262811250E0,-1.058491629E0,3.675045204E-1,2.270076227E-1
3.272809250E0,-9.175661302E-1,3.841685003E-1,1.979317582E-1
3.282807250E0,-7.890665495E-1,4.938622659E-1,2.717411613E-1
3.292805250E0,-6.058855623E-1,5.167897832E-1,1.622941482E-1
3.302803250E0,-4.375933403E-1,5.039960754E-1,-9.199190497E-2
3.312801250E0,-3.343291730E-1,4.921215498E-1,-3.824169669E-1
3.322800250E0,-3.269955951E-1,4.676263940E-1,-5.504557121E-1
3.332798250E0,-3.231066120E-1,3.940064406E-1,-3.947183391E-1
3.342796250E0,-3.686897510E-1,2.361035514E-1,-1.430980316E-1
3.352794250E0,-4.958380401E-1,8.026239038E-2,-3.244853854E-2
3.362792250E0,-5.141240376E-1,4.197248340E-2,-1.054206204E-1
3.372791250E0,-4.811626983E-1,3.014707446E-2,-2.275046360E-1
3.382789250E0,-2.587515718E-1,-2.215510011E-3,-4.323948732E-1
3.392787250E0,3.648738581E-1,5.027143657E-2,-5.363148057E-1
3.402785250E0,9.939179027E-1,1.945848119E-1,-4.439416623E-1
3.412783250E0,1.139562689E0,3.094112635E-1,-2.950165880E-1
3.422781250E0,1.136114586E0,3.473573542E-1,-1.012503862E-1
3.432780250E0,1.216277574E0,4.085361868E-1,1.207052422E-1
3.442778250E0,1.140488888E0,3.174833447E-1,2.600780126E-1
3.452776250E0,7.889677316E-1,1.246901196E-1,2.923356396E-1
3.462774250E0,3.376217401E-1,-7.703180373E-2,2.861130327E-1
3.472772250E0,-2.133444339E-1,-2.076510000E-1,1.972552353E-1
3.482771250E0,-6.143201709E-1,-3.639652008E-1,-6.869893670E-3
3.492769250E0,-2.301183414E-1,-9.671019870E-1,-1.001642367E0
3.502767250E0,-8.606674594E-1,-4.399024057E-1,-3.055807525E-1
3.512765250E0,-8.004803145E-1,-1.452799201E-1,2.417151242E-1
3.522763250E0,-1.477006674E-1,-4.776268870E-1,3.343847215E-2
3.532761250E0,-4.338692486E-2,-6.714807969E-1,3.303027803E-1
3.542760250E0,1.773530674E-1,-5.403195637E-1,3.959754905E-1
3.552758250E0,2.479289603E-1,-5.402283472E-1,5.152668759E-1
3.562756250E0,3.220927048E-1,-4.810527706E-1,5.282053024E-1
3.572754250E0,3.464627302E-1,-4.685824138E-1,2.623487788E-1
3.582752250E0,3.088709807E-1,-4.810241193E-1,-1.443589836E-1
3.592751250E0,2.308030504E-1,-4.485551155E-1,-3.885246760E-1
3.602749250E0,2.118481314E-1,-4.464512873E-1,-3.790831769E-1
3.612747250E0,2.437604803E-1,-4.372284740E-1,-2.644643015E-1
3.622745250E0,3.458470184E-1,-3.859437150E-1,-9.902873665E-2
3.632743250E0,5.097818953E-1,-2.400936913E-1,9.949856043E-2
3.642741250E0,6.592969537E-1,-7.232596457E-2,2.923941118E-1
3.652740250E0,6.993310851E-1,1.067584634E-2,3.658854264E-1
3.662738250E0,5.997570956E-1,-1.195112407E-2,3.226686555E-1
3.672736250E0,3.842614710E-1,-1.190726995E-2,2.192539224E-1
3.682734250E0,2.085877240E-1,7.987881303E-2,1.681901881E-1
3.692732250E0,1.388590926E-1,1.110509044E-1,1.274590686E-1
3.702731250E0,8.849293113E-2,1.169665325E-1,1.123940098E-1
3.712729250E0,5.117073834E-2,1.831909275E-1,1.626590145E-1
3.722727250E0,9.261287928E-2,1.637770021E-1,3.331468660E-1
3.732725250E0,1.682600623E-1,3.270113826E-2,5.890458736E-1
3.742723250E0,1.154947883E-1,3.693019545E-1,6.891537139E-1
3.752721250E0,3.873330134E-1,5.853904867E-1,7.838537568E-1
3.762720250E0,6.785424793E-1,6.914683342E-1,8.201094174E-1
3.772718250E0,7.940021843E-1,8.656978190E-1,7.989910287E-1
3.782716250E0,8.178670102E-1,1.019845042E0,7.765295345E-1
3.792714250E0,8.014608926E-1,1.047918109E0,7.658419937E-1
3.802711042E0,6.776753372E-1,1.014933965E0,7.760357371E-1
3.812710042E0,6.218888068E-1,1.047896474E0,9.008559573E-1
3.822708042E0,8.307647985E-1,1.104123884E0,1.148658618E0
3.832706042E0,1.047735091E0,1.055944582E0,1.398642290E0
3.842704042E0,9.200511968E-1,9.398182940E-1,1.469851728E0
